item_id,restaurant_id,item_name,global_item_id,cuisine,category,price,is_veg,is_bestseller,avg_weekly_orders
ITM00025,R0002,Spicy Hot Sour Soup,HOT_SOUR_SOUP,Chinese,Beverage,259,True,True,225
ITM00026,R0002,Lassi,LASSI,Beverage,Beverage,99,True,False,20
ITM00027,R0002,Special Uttapam,UTTAPAM,South Indian,Main,149,True,False,31
ITM00028,R0002,Premium Hakka Noodles,HAKKA_NOODLES,Chinese,Main,269,True,False,22
ITM00029,R0002,Premium Veg Fried Rice,VEG_FRIED_RICE,Chinese,Main,299,True,False,35
ITM00030,R0002,Chef's Sambar,SAMBAR,South Indian,Extension,69,True,False,14
ITM00031,R0002,Chicken Fried Rice,CHICKEN_FRIED_RICE,Chinese,Main,399,False,False,36
ITM00032,R0002,Classic Coconut Chutney,COCONUT_CHUTNEY,South Indian,Extension,29,True,True,368
ITM00033,R0002,House Mango Lassi,MANGO_LASSI,Beverage,Beverage,179,True,False,2
ITM00034,R0002,Special Dosa,DOSA,South Indian,Main,269,True,False,38
ITM00035,R0002,Classic Medu Vada,MEDU_VADA,South Indian,Side,129,True,False,17
ITM00036,R0002,Chef's Filter Coffee,FILTER_COFFEE,South Indian,Beverage,79,True,False,4
ITM00037,R0002,Chef's Shrikhand,SHRIKHAND,Dessert,Dessert,279,True,False,13
ITM00038,R0002,Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,239,True,False,4
ITM00039,R0002,Spicy Cold Coffee,COLD_COFFEE,Beverage,Beverage,149,True,False,1
ITM00040,R0002,Chef's Veg Manchurian,VEG_MANCHURIAN,Chinese,Main,229,True,False,25
ITM00041,R0002,Spicy Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,149,True,False,24
ITM00042,R0002,Chef's Spring Rolls,SPRING_ROLLS,Chinese,Side,299,True,False,2
ITM00043,R0002,Premium Masala Chaas,MASALA_CHAAS,Beverage,Beverage,69,True,False,25
ITM00044,R0002,Spicy Payasam,PAYASAM,South Indian,Dessert,179,True,True,244
ITM00045,R0003,Special Mango Lassi,MANGO_LASSI,Beverage,Beverage,79,True,False,2
ITM00046,R0003,Chef's Lassi,LASSI,Beverage,Beverage,89,True,False,16
ITM00047,R0003,Garlic Bread,GARLIC_BREAD,Continental,Side,99,True,False,22
ITM00048,R0003,Classic Brownie,BROWNIE,Dessert,Dessert,229,True,False,26
ITM00049,R0003,Signature Caesar Salad,CAESAR_SALAD,Continental,Side,269,False,False,2
ITM00050,R0003,Signature Masala Chaas,MASALA_CHAAS,Beverage,Beverage,39,True,False,23
ITM00051,R0003,Premium French Fries,FRENCH_FRIES,Continental,Side,89,True,False,20
ITM00052,R0003,Chef's Butter Naan,BUTTER_NAAN,North Indian,Side,59,True,False,33
ITM00053,R0003,Chef's Extra Bhatura,EXTRA_BHATURA,North Indian,Extension,79,True,False,4
ITM00054,R0003,Special Kulfi,KULFI,Dessert,Dessert,119,True,False,25
ITM00055,R0003,Chef's Tiramisu,TIRAMISU,Continental,Dessert,319,True,False,36
ITM00056,R0003,Classic Dal Makhani,DAL_MAKHANI,North Indian,Main,219,True,False,15
ITM00057,R0003,House Shrikhand,SHRIKHAND,Dessert,Dessert,89,True,False,22
ITM00058,R0003,Spicy Raita,RAITA,North Indian,Extension,89,True,False,9
ITM00059,R0003,House Boondi Raita,BOONDI_RAITA,North Indian,Side,49,True,True,423
ITM00060,R0003,Premium Masala Papad,MASALA_PAPAD,North Indian,Side,79,True,False,34
ITM00061,R0003,Premium Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,139,True,True,263
ITM00062,R0003,Classic Kheer,KHEER,North Indian,Dessert,79,True,True,343
ITM00063,R0003,Chef's Pasta Arrabbiata,PASTA_ARRABBIATA,Continental,Main,339,True,False,28
ITM00064,R0003,Signature Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,199,True,False,39
ITM00065,R0003,Classic Cold Coffee,COLD_COFFEE,Beverage,Beverage,239,True,False,29
ITM00066,R0004,Classic Mango Lassi,MANGO_LASSI,Beverage,Beverage,139,True,False,10
ITM00067,R0004,Spicy Vada Pav,VADA_PAV,Indian Street,Main,109,True,False,21
ITM00068,R0004,Spicy Lassi,LASSI,Beverage,Beverage,139,True,False,36
ITM00069,R0004,Signature Veg Biryani,VEG_BIRYANI,Biryani,Main,449,True,False,12
ITM00070,R0004,Classic Pav Bhaji,PAV_BHAJI,Indian Street,Main,249,True,True,479
ITM00071,R0004,Signature Shrikhand,SHRIKHAND,Dessert,Dessert,179,True,False,2
ITM00072,R0004,House Mutton Biryani,MUTTON_BIRYANI,Biryani,Main,619,False,False,27
ITM00073,R0004,Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,219,True,False,20
ITM00074,R0004,Classic Cold Coffee,COLD_COFFEE,Beverage,Beverage,319,True,False,18
ITM00075,R0004,Spicy Masala Pav,MASALA_PAV,Indian Street,Side,109,True,False,13
ITM00076,R0004,Classic Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,229,True,False,9
ITM00077,R0004,Chef's Brownie,BROWNIE,Dessert,Dessert,239,True,False,2
ITM00078,R0004,Premium Masala Chaas,MASALA_CHAAS,Beverage,Beverage,59,True,False,39
ITM00079,R0004,Premium Extra Pav,EXTRA_PAV,Indian Street,Extension,29,True,True,355
ITM00080,R0004,Special Chicken Biryani,CHICKEN_BIRYANI,Biryani,Main,359,False,True,168
ITM00081,R0004,Spicy Salan,SALAN,Biryani,Extension,59,True,False,23
ITM00082,R0004,Classic Kulfi,KULFI,Dessert,Dessert,119,True,False,31
ITM00083,R0005,Special Shrikhand,SHRIKHAND,Dessert,Dessert,159,True,False,15
ITM00084,R0005,Special Butter Naan,BUTTER_NAAN,North Indian,Side,69,True,False,27
ITM00085,R0005,House Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,139,True,False,18
ITM00086,R0005,Premium Cold Coffee,COLD_COFFEE,Beverage,Beverage,199,True,False,15
ITM00087,R0005,Premium Kulfi,KULFI,Dessert,Dessert,129,True,True,437
ITM00088,R0005,Classic Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,139,True,True,83
ITM00089,R0005,Salan,SALAN,Biryani,Extension,59,True,True,274
ITM00090,R0005,Veg Biryani,VEG_BIRYANI,Biryani,Main,339,True,False,21
ITM00091,R0005,House Masala Papad,MASALA_PAPAD,North Indian,Side,69,True,False,16
ITM00092,R0005,Special Extra Bhatura,EXTRA_BHATURA,North Indian,Extension,59,True,False,26
ITM00093,R0005,House Brownie,BROWNIE,Dessert,Dessert,189,True,False,39
ITM00094,R0005,House Mutton Biryani,MUTTON_BIRYANI,Biryani,Main,299,False,False,21
ITM00095,R0005,Special Chole Bhature,CHOLE_BHATURE,North Indian,Main,209,True,False,40
ITM00096,R0005,Spicy Chicken Biryani,CHICKEN_BIRYANI,Biryani,Main,399,False,False,34
ITM00097,R0005,Boondi Raita,BOONDI_RAITA,North Indian,Side,79,True,False,29
ITM00098,R0005,Premium Dal Makhani,DAL_MAKHANI,North Indian,Main,339,True,False,3
ITM00099,R0005,House Gulab Jamun,GULAB_JAMUN,North Indian,Dessert,89,True,False,34
ITM00100,R0005,House Kheer,KHEER,North Indian,Dessert,199,True,False,3
ITM00101,R0005,Special Mango Lassi,MANGO_LASSI,Beverage,Beverage,139,True,False,34
ITM00102,R0005,Chef's Raita,RAITA,North Indian,Extension,39,True,False,13
ITM00103,R0005,House Lassi,LASSI,Beverage,Beverage,99,True,False,29
ITM00104,R0005,Chef's Masala Chaas,MASALA_CHAAS,Beverage,Beverage,49,True,False,20
ITM00105,R0005,Classic Paneer Butter Masala,PANEER_BUTTER_MASALA,North Indian,Main,189,True,False,30
ITM00106,R0006,Classic Coconut Chutney,COCONUT_CHUTNEY,South Indian,Extension,59,True,False,12
ITM00107,R0006,House Kulfi,KULFI,Dessert,Dessert,129,True,False,26
ITM00108,R0006,Medu Vada,MEDU_VADA,South Indian,Side,109,True,True,215
ITM00109,R0006,Classic Mango Lassi,MANGO_LASSI,Beverage,Beverage,199,True,True,62
ITM00110,R0006,Premium Payasam,PAYASAM,South Indian,Dessert,189,True,False,30
ITM00111,R0006,Spicy Filter Coffee,FILTER_COFFEE,South Indian,Beverage,119,True,False,30
ITM00112,R0006,Signature Rasam,RASAM,South Indian,Extension,99,True,False,17
ITM00113,R0006,Spicy Shrikhand,SHRIKHAND,Dessert,Dessert,179,True,False,11
ITM00114,R0006,Spicy Cold Coffee,COLD_COFFEE,Beverage,Beverage,319,True,False,6
ITM00115,R0006,Signature Dosa,DOSA,South Indian,Main,139,True,False,29
ITM00116,R0006,House Brownie,BROWNIE,Dessert,Dessert,239,True,False,6
ITM00117,R0006,Classic Idli,IDLI,South Indian,Main,139,True,False,33
ITM00118,R0006,House Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,229,True,False,25
ITM00119,R0006,Classic Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,249,True,False,3
ITM00120,R0006,Classic Sambar,SAMBAR,South Indian,Extension,69,True,True,221
ITM00121,R0006,Classic Uttapam,UTTAPAM,South Indian,Main,279,True,False,11
ITM00122,R0006,Special Masala Chaas,MASALA_CHAAS,Beverage,Beverage,119,True,False,12
ITM00123,R0006,Chef's Lassi,LASSI,Beverage,Beverage,109,True,False,27
ITM00124,R0007,Chef's Lassi,LASSI,Beverage,Beverage,109,True,True,441
ITM00125,R0007,Naan,NAAN,Mughlai,Side,109,True,False,1
ITM00126,R0007,Cold Coffee,COLD_COFFEE,Beverage,Beverage,289,True,False,32
ITM00127,R0007,Special Masala Pav,MASALA_PAV,Indian Street,Side,79,True,False,35
ITM00128,R0007,Shrikhand,SHRIKHAND,Dessert,Dessert,139,True,False,39
ITM00129,R0007,Premium Pav Bhaji,PAV_BHAJI,Indian Street,Main,209,True,False,16
ITM00130,R0007,Extra Pav,EXTRA_PAV,Indian Street,Extension,29,True,True,351
ITM00131,R0007,House Brownie,BROWNIE,Dessert,Dessert,139,True,False,30
ITM00132,R0007,Spicy Kulfi,KULFI,Dessert,Dessert,199,True,False,29
ITM00133,R0007,Special Masala Chaas,MASALA_CHAAS,Beverage,Beverage,129,True,True,357
ITM00134,R0007,Chef's Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,159,True,False,16
ITM00135,R0007,Premium Vada Pav,VADA_PAV,Indian Street,Main,59,True,False,40
ITM00136,R0007,Classic Seekh Kebab,SEEKH_KEBAB,Mughlai,Side,289,False,False,4
ITM00137,R0007,Special Mango Lassi,MANGO_LASSI,Beverage,Beverage,179,True,False,10
ITM00138,R0007,Special Butter Chicken,BUTTER_CHICKEN,Mughlai,Main,339,False,False,23
ITM00139,R0007,Special Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,169,True,False,10
ITM00140,R0008,Classic Shrikhand,SHRIKHAND,Dessert,Dessert,259,True,False,40
ITM00141,R0008,Signature Rasam,RASAM,South Indian,Extension,119,True,False,30
ITM00142,R0008,Spicy Brownie,BROWNIE,Dessert,Dessert,149,True,False,3
ITM00143,R0008,Signature Mango Lassi,MANGO_LASSI,Beverage,Beverage,139,True,False,20
ITM00144,R0008,House Sambar,SAMBAR,South Indian,Extension,59,True,False,24
ITM00145,R0008,Spicy Filter Coffee,FILTER_COFFEE,South Indian,Beverage,59,True,True,469
ITM00146,R0008,Spicy Medu Vada,MEDU_VADA,South Indian,Side,99,True,False,28
ITM00147,R0008,Cold Coffee,COLD_COFFEE,Beverage,Beverage,259,True,False,19
ITM00148,R0008,Spicy Dosa,DOSA,South Indian,Main,199,True,False,9
ITM00149,R0008,Chef's Kulfi,KULFI,Dessert,Dessert,129,True,True,405
ITM00150,R0008,House Idli,IDLI,South Indian,Main,99,True,False,22
ITM00151,R0008,Premium Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,269,True,False,34
ITM00152,R0008,Special Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,159,True,False,14
ITM00153,R0008,Spicy Payasam,PAYASAM,South Indian,Dessert,199,True,False,7
ITM00154,R0008,Chef's Lassi,LASSI,Beverage,Beverage,89,True,False,31
ITM00155,R0008,Signature Coconut Chutney,COCONUT_CHUTNEY,South Indian,Extension,29,True,False,28
ITM00156,R0008,Signature Masala Chaas,MASALA_CHAAS,Beverage,Beverage,89,True,False,17
ITM00157,R0008,Uttapam,UTTAPAM,South Indian,Main,159,True,True,116
ITM00158,R0009,Special Brownie,BROWNIE,Dessert,Dessert,269,True,True,110
ITM00159,R0009,Spicy Masala Pav,MASALA_PAV,Indian Street,Side,69,True,False,30
ITM00160,R0009,House Salan,SALAN,Biryani,Extension,79,True,False,14
ITM00161,R0009,Special Pav Bhaji,PAV_BHAJI,Indian Street,Main,229,True,False,27
ITM00162,R0009,Signature Kulfi,KULFI,Dessert,Dessert,169,True,False,22
ITM00163,R0009,Premium Lassi,LASSI,Beverage,Beverage,169,True,False,36
ITM00164,R0009,Premium Shrikhand,SHRIKHAND,Dessert,Dessert,269,True,True,55
ITM00165,R0009,Chef's Vada Pav,VADA_PAV,Indian Street,Main,59,True,False,19
ITM00166,R0009,Chef's Chicken Biryani,CHICKEN_BIRYANI,Biryani,Main,529,False,False,5
ITM00167,R0009,Signature Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,149,True,True,203
ITM00168,R0009,Spicy Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,269,True,False,1
ITM00169,R0009,Signature Mango Lassi,MANGO_LASSI,Beverage,Beverage,149,True,False,22
ITM00170,R0009,Special Masala Chaas,MASALA_CHAAS,Beverage,Beverage,79,True,False,26
ITM00171,R0009,Premium Cold Coffee,COLD_COFFEE,Beverage,Beverage,159,True,False,12
ITM00172,R0009,Signature Veg Biryani,VEG_BIRYANI,Biryani,Main,279,True,False,22
ITM00173,R0009,Mutton Biryani,MUTTON_BIRYANI,Biryani,Main,559,False,False,31
ITM00174,R0009,Classic Extra Pav,EXTRA_PAV,Indian Street,Extension,49,True,False,3
ITM00175,R0010,Chef's Salan,SALAN,Biryani,Extension,39,True,True,477
ITM00176,R0010,Signature Cold Coffee,COLD_COFFEE,Beverage,Beverage,209,True,False,37
ITM00177,R0010,Special Brownie,BROWNIE,Dessert,Dessert,169,True,False,36
ITM00178,R0010,Signature Mango Lassi,MANGO_LASSI,Beverage,Beverage,119,True,False,14
ITM00179,R0010,Spicy Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,169,True,False,23
ITM00180,R0010,Chef's Mutton Biryani,MUTTON_BIRYANI,Biryani,Main,409,False,False,10
ITM00181,R0010,Special Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,269,True,True,480
ITM00182,R0010,House Lassi,LASSI,Beverage,Beverage,99,True,False,22
ITM00183,R0010,Classic Kulfi,KULFI,Dessert,Dessert,149,True,False,35
ITM00184,R0010,House Chicken Biryani,CHICKEN_BIRYANI,Biryani,Main,459,False,False,37
ITM00185,R0010,Spicy Veg Biryani,VEG_BIRYANI,Biryani,Main,379,True,False,12
ITM00186,R0010,Signature Masala Chaas,MASALA_CHAAS,Beverage,Beverage,59,True,False,20
ITM00187,R0010,Special Shrikhand,SHRIKHAND,Dessert,Dessert,169,True,True,413
ITM00188,R0011,Chef's Mango Lassi,MANGO_LASSI,Beverage,Beverage,129,True,False,34
ITM00189,R0011,Spicy Hakka Noodles,HAKKA_NOODLES,Chinese,Main,219,True,False,12
ITM00190,R0011,Special Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,129,True,False,24
ITM00191,R0011,Premium Masala Chaas,MASALA_CHAAS,Beverage,Beverage,79,True,True,448
ITM00192,R0011,Spring Rolls,SPRING_ROLLS,Chinese,Side,149,True,True,97
ITM00193,R0011,Special Hot Sour Soup,HOT_SOUR_SOUP,Chinese,Beverage,169,True,False,33
ITM00194,R0011,Classic Brownie,BROWNIE,Dessert,Dessert,209,True,False,31
ITM00195,R0011,Signature Veg Manchurian,VEG_MANCHURIAN,Chinese,Main,229,True,False,13
ITM00196,R0011,Chef's Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,129,True,False,31
ITM00197,R0011,Classic Kulfi,KULFI,Dessert,Dessert,99,True,False,21
ITM00198,R0011,Classic Lassi,LASSI,Beverage,Beverage,69,True,False,7
ITM00199,R0011,Special Chicken Fried Rice,CHICKEN_FRIED_RICE,Chinese,Main,189,False,False,14
ITM00200,R0011,House Shrikhand,SHRIKHAND,Dessert,Dessert,89,True,False,30
ITM00201,R0011,Spicy Veg Fried Rice,VEG_FRIED_RICE,Chinese,Main,179,True,True,415
ITM00202,R0011,Chef's Cold Coffee,COLD_COFFEE,Beverage,Beverage,179,True,False,1
ITM00203,R0012,Chef's Cold Coffee,COLD_COFFEE,Beverage,Beverage,449,True,False,2
ITM00204,R0012,Signature Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,259,True,False,14
ITM00205,R0012,Premium Filter Coffee,FILTER_COFFEE,South Indian,Beverage,89,True,False,13
ITM00206,R0012,Chef's Hot Sour Soup,HOT_SOUR_SOUP,Chinese,Beverage,309,True,False,19
ITM00207,R0012,Signature Chicken Fried Rice,CHICKEN_FRIED_RICE,Chinese,Main,549,False,False,35
ITM00208,R0012,Spicy Spring Rolls,SPRING_ROLLS,Chinese,Side,459,True,False,29
ITM00209,R0012,Classic Payasam,PAYASAM,South Indian,Dessert,359,True,False,18
ITM00210,R0012,Chef's Kulfi,KULFI,Dessert,Dessert,209,True,False,11
ITM00211,R0012,Special Idli,IDLI,South Indian,Main,119,True,False,8
ITM00212,R0012,Spicy Masala Chaas,MASALA_CHAAS,Beverage,Beverage,99,True,True,368
ITM00213,R0012,Signature Shrikhand,SHRIKHAND,Dessert,Dessert,159,True,False,14
ITM00214,R0012,Signature Veg Fried Rice,VEG_FRIED_RICE,Chinese,Main,449,True,False,36
ITM00215,R0012,Classic Coconut Chutney,COCONUT_CHUTNEY,South Indian,Extension,59,True,False,18
ITM00216,R0012,Premium Sambar,SAMBAR,South Indian,Extension,109,True,False,19
ITM00217,R0012,Spicy Dosa,DOSA,South Indian,Main,279,True,False,11
ITM00218,R0012,Signature Brownie,BROWNIE,Dessert,Dessert,469,True,False,20
ITM00219,R0012,Lassi,LASSI,Beverage,Beverage,199,True,False,35
ITM00220,R0012,Classic Hakka Noodles,HAKKA_NOODLES,Chinese,Main,589,True,False,4
ITM00221,R0012,Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,229,True,False,2
ITM00222,R0012,Spicy Uttapam,UTTAPAM,South Indian,Main,409,True,False,4
ITM00223,R0012,Special Medu Vada,MEDU_VADA,South Indian,Side,169,True,False,25
ITM00224,R0012,House Mango Lassi,MANGO_LASSI,Beverage,Beverage,189,True,True,94
ITM00225,R0012,Classic Rasam,RASAM,South Indian,Extension,99,True,False,26
ITM00226,R0012,Veg Manchurian,VEG_MANCHURIAN,Chinese,Main,619,True,True,410
ITM00227,R0013,Classic Lassi,LASSI,Beverage,Beverage,79,True,False,37
ITM00228,R0013,Spring Rolls,SPRING_ROLLS,Chinese,Side,179,True,False,6
ITM00229,R0013,Shrikhand,SHRIKHAND,Dessert,Dessert,199,True,True,99
ITM00230,R0013,Extra Pav,EXTRA_PAV,Indian Street,Extension,39,True,False,20
ITM00231,R0013,Premium Hakka Noodles,HAKKA_NOODLES,Chinese,Main,299,True,False,31
ITM00232,R0013,Classic Chicken Fried Rice,CHICKEN_FRIED_RICE,Chinese,Main,249,False,False,15
ITM00233,R0013,Chef's Cold Coffee,COLD_COFFEE,Beverage,Beverage,139,True,False,40
ITM00234,R0013,House Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,139,True,False,24
ITM00235,R0013,Signature Mango Lassi,MANGO_LASSI,Beverage,Beverage,149,True,False,12
ITM00236,R0013,Vada Pav,VADA_PAV,Indian Street,Main,39,True,False,21
ITM00237,R0013,Special Brownie,BROWNIE,Dessert,Dessert,129,True,False,32
ITM00238,R0013,Hot Sour Soup,HOT_SOUR_SOUP,Chinese,Beverage,99,True,False,5
ITM00239,R0013,Signature Veg Fried Rice,VEG_FRIED_RICE,Chinese,Main,209,True,False,8
ITM00240,R0013,Masala Pav,MASALA_PAV,Indian Street,Side,69,True,False,31
ITM00241,R0013,Classic Veg Manchurian,VEG_MANCHURIAN,Chinese,Main,159,True,True,483
ITM00242,R0013,Signature Pav Bhaji,PAV_BHAJI,Indian Street,Main,199,True,False,19
ITM00243,R0013,Classic Masala Chaas,MASALA_CHAAS,Beverage,Beverage,89,True,False,39
ITM00244,R0013,Spicy Kulfi,KULFI,Dessert,Dessert,79,True,True,310
ITM00245,R0013,Spicy Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,169,True,False,26
ITM00246,R0014,Classic Caesar Salad,CAESAR_SALAD,Continental,Side,299,False,False,16
ITM00247,R0014,House French Fries,FRENCH_FRIES,Continental,Side,169,True,False,31
ITM00248,R0014,Signature Brownie,BROWNIE,Dessert,Dessert,189,True,False,5
ITM00249,R0014,House Pasta Arrabbiata,PASTA_ARRABBIATA,Continental,Main,269,True,True,156
ITM00250,R0014,Signature Margherita Pizza,MARGHERITA_PIZZA,Continental,Main,229,True,False,28
ITM00251,R0014,Premium Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,159,True,False,35
ITM00252,R0014,Spicy Tiramisu,TIRAMISU,Continental,Dessert,249,True,True,138
ITM00253,R0014,Garlic Bread,GARLIC_BREAD,Continental,Side,209,True,False,37
ITM00254,R0014,Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,139,True,False,8
ITM00255,R0014,Spicy Cold Coffee,COLD_COFFEE,Beverage,Beverage,149,True,True,216
ITM00256,R0014,Classic Lassi,LASSI,Beverage,Beverage,79,True,False,29
ITM00257,R0014,House Masala Chaas,MASALA_CHAAS,Beverage,Beverage,49,True,False,20
ITM00258,R0014,Spicy Kulfi,KULFI,Dessert,Dessert,79,True,False,5
ITM00259,R0014,House Mango Lassi,MANGO_LASSI,Beverage,Beverage,89,True,False,39
ITM00260,R0014,Shrikhand,SHRIKHAND,Dessert,Dessert,119,True,False,21
ITM00261,R0015,Veg Biryani,VEG_BIRYANI,Biryani,Main,419,True,True,126
ITM00262,R0015,Chef's Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,219,True,False,35
ITM00263,R0015,Vada Pav,VADA_PAV,Indian Street,Main,109,True,False,25
ITM00264,R0015,Premium Masala Pav,MASALA_PAV,Indian Street,Side,59,True,False,13
ITM00265,R0015,Signature Cold Coffee,COLD_COFFEE,Beverage,Beverage,299,True,True,398
ITM00266,R0015,Chef's Extra Pav,EXTRA_PAV,Indian Street,Extension,49,True,False,20
ITM00267,R0015,Signature Lassi,LASSI,Beverage,Beverage,159,True,False,28
ITM00268,R0015,Special Mango Lassi,MANGO_LASSI,Beverage,Beverage,139,True,False,6
ITM00269,R0015,House Mutton Biryani,MUTTON_BIRYANI,Biryani,Main,459,False,False,40
ITM00270,R0015,Chef's Shrikhand,SHRIKHAND,Dessert,Dessert,139,True,False,9
ITM00271,R0015,Signature Kulfi,KULFI,Dessert,Dessert,159,True,True,81
ITM00272,R0015,Special Pav Bhaji,PAV_BHAJI,Indian Street,Main,289,True,False,36
ITM00273,R0015,Signature Salan,SALAN,Biryani,Extension,59,True,False,1
ITM00274,R0015,Chef's Brownie,BROWNIE,Dessert,Dessert,239,True,False,8
ITM00275,R0015,Premium Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,239,True,False,2
ITM00276,R0015,House Chicken Biryani,CHICKEN_BIRYANI,Biryani,Main,409,False,False,28
ITM00277,R0015,House Masala Chaas,MASALA_CHAAS,Beverage,Beverage,119,True,False,21
ITM00278,R0016,House Hakka Noodles,HAKKA_NOODLES,Chinese,Main,439,True,False,36
ITM00279,R0016,House Margherita Pizza,MARGHERITA_PIZZA,Continental,Main,529,True,False,24
ITM00280,R0016,Chef's Tiramisu,TIRAMISU,Continental,Dessert,319,True,False,10
ITM00281,R0016,Classic Pasta Arrabbiata,PASTA_ARRABBIATA,Continental,Main,359,True,False,9
ITM00282,R0016,Spicy Kulfi,KULFI,Dessert,Dessert,109,True,True,55
ITM00283,R0016,Classic Cold Coffee,COLD_COFFEE,Beverage,Beverage,249,True,False,2
ITM00284,R0016,Shrikhand,SHRIKHAND,Dessert,Dessert,129,True,True,419
ITM00285,R0016,Classic Caesar Salad,CAESAR_SALAD,Continental,Side,379,False,False,28
ITM00286,R0016,Classic Brownie,BROWNIE,Dessert,Dessert,109,True,False,6
ITM00287,R0016,Veg Manchurian,VEG_MANCHURIAN,Chinese,Main,299,True,False,27
ITM00288,R0016,House Garlic Bread,GARLIC_BREAD,Continental,Side,189,True,False,39
ITM00289,R0016,Classic Masala Chaas,MASALA_CHAAS,Beverage,Beverage,119,True,False,40
ITM00290,R0016,House Veg Fried Rice,VEG_FRIED_RICE,Chinese,Main,359,True,False,30
ITM00291,R0016,Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,179,True,False,36
ITM00292,R0016,Signature Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,149,True,False,25
ITM00293,R0016,Classic Lassi,LASSI,Beverage,Beverage,129,True,True,165
ITM00294,R0016,Special Spring Rolls,SPRING_ROLLS,Chinese,Side,209,True,False,28
